Period,Cycle_Number,velocity,experiment_number,position,displacement,smoothed_displacement
300.469,1764,160.0,7,0,0.0001820825,0.000159632
600.61,2998,160.0,7,0,0.0001820825,0.000166616
900.828,4236,160.0,7,0,0.0001870699999999,0.000167617
1201.0,5468,160.0,7,0,0.0001770949999999,0.000159634
1502.188,6708,160.0,7,0,0.0001770924999999,0.000163623
1802.922,7950,160.0,7,0,0.0001795875,0.0001576389999999
2103.641,9185,160.0,7,0,0.0001745975,0.0001546439999999
2404.625,10425,160.0,7,0,0.0001746,0.0001516519999999
2704.922,11660,160.0,7,0,0.000172105,0.0001546449999999
3005.828,12901,160.0,7,0,0.000172105,0.000152649
3306.11,14137,160.0,7,0,0.0001745975,0.0001516529999999
3606.985,15375,160.0,7,0,0.0001770875,0.000151649
3907.031,16610,160.0,7,0,0.0001770924999999,0.000151651
4207.438,17848,160.0,7,0,0.0001696099999999,0.0001496549999999
4508.141,19086,160.0,7,0,0.0001721075,0.0001516529999999
4808.813,20320,160.0,7,0,0.0001745999999999,0.0001506539999999
5109.125,21560,160.0,7,0,0.00017959,0.0001536459999999
5409.75,22796,160.0,7,0,0.0001646274999999,0.0001486589999999
5710.422,24035,160.0,7,0,0.0001596325,0.000145666
6011.203,25272,160.0,7,0,0.0001621274999999,0.0001436689999999
6311.813,26509,160.0,7,0,0.0001696099999999,0.000154645
6612.922,27747,160.0,7,0,0.00016961,0.0001516509999999
6913.172,28986,160.0,7,0,0.00016462,0.000146663
7214.078,30225,160.0,7,0,0.00016462,0.0001426709999999
7514.719,31461,160.0,7,0,0.0001671175,0.000144668
7814.86,32695,160.0,7,0,0.0001696099999999,0.0001476579999999
8115.203,33933,160.0,7,0,0.000172105,0.000150653
8415.953,35169,160.0,7,0,0.00016961,0.000149657
8716.813,36408,160.0,7,0,0.0001696125,0.0001456649999999
9017.063,37646,160.0,7,0,0.0001571374999999,0.00014267
9317.625,38885,160.0,7,0,0.00016961,0.000142672
9618.344,40120,160.0,7,0,0.00016213,0.0001436699999999
9918.406,41358,160.0,7,0,0.0001621275,0.0001426719999999
10219.375,42596,160.0,7,0,0.00015714,0.000138681
10520.016,43835,160.0,7,0,0.00015714,0.000135689
10820.485,45069,160.0,7,0,0.0001721025,0.000138682
11121.203,46307,160.0,7,0,0.000164625,0.000139679
11421.328,47544,160.0,7,0,0.0001646225,0.0001426709999999
11722.219,48783,160.0,7,0,0.0001571425,0.0001426739999999
12023.453,50023,160.0,7,0,0.0001671149999999,0.000139679
12323.563,51257,160.0,7,0,0.000162125,0.0001416729999999
12624.438,52495,160.0,7,0,0.000164625,0.000139681
12925.36,53733,160.0,7,0,0.000154645,0.0001396789999999
13226.094,54974,160.0,7,0,0.00016462,0.00013968
13527.063,56212,160.0,7,0,0.0001621299999999,0.0001376849999999
13827.172,57445,160.0,7,0,0.0001621274999999,0.000142673
14127.797,58685,160.0,7,0,0.0001646224999999,0.0001366859999999
14427.875,59920,160.0,7,0,0.0001621274999999,0.0001386809999999
14728.891,61158,160.0,7,0,0.0001596325,0.0001426719999999
15028.906,62396,160.0,7,0,0.0001721024999999,0.000139675
15329.313,63633,160.0,7,0,0.0001546475,0.000131697
15630.11,64871,160.0,7,0,0.0001521524999999,0.000137684
15930.25,66105,160.0,7,0,0.00015963,0.0001356869999999
16230.719,67342,160.0,7,0,0.000157145,0.0001416739999999
16531.297,68580,160.0,7,0,0.0001621249999999,0.0001386809999999
16832.156,69818,160.0,7,0,0.000154645,0.0001356869999999
17133.141,71055,160.0,7,0,0.0001596325,0.000132695
17433.406,72291,160.0,7,0,0.0001546474999999,0.000134691
17733.656,73531,160.0,7,0,0.0001621275,0.000139678
18033.906,74766,160.0,7,0,0.0001621249999999,0.000137682
18334.641,76004,160.0,7,0,0.000167115,0.0001356869999999
18634.75,77239,160.0,7,0,0.0001521524999999,0.0001336929999999
18935.719,78476,160.0,7,0,0.0001521525,0.0001316979999999
19236.172,79715,160.0,7,0,0.0001646249999999,0.0001356879999999
19536.906,80953,160.0,7,0,0.0001546474999999,0.000132697
19837.235,82189,160.0,7,0,0.0001571375,0.000134691
20137.563,83423,160.0,7,0,0.0001621274999999,0.000136686
20438.078,84662,160.0,7,0,0.0001546474999999,0.0001336939999999
20739.125,85902,160.0,7,0,0.0001571375,0.000135688
21039.328,87139,160.0,7,0,0.0001571399999999,0.000135688
21339.594,88374,160.0,7,0,0.0001546449999999,0.000131697
21640.469,89613,160.0,7,0,0.0001596349999999,0.0001366839999999
21941.125,90850,160.0,7,0,0.00015714,0.000136687
22242.203,92087,160.0,7,0,0.0001596325,0.000133693
22543.016,93328,160.0,7,0,0.0001596349999999,0.0001366869999999
22843.125,94561,160.0,7,0,0.0001596349999999,0.0001336929999999
23144.156,95802,160.0,7,0,0.0001471624999999,0.0001306969999999
23444.36,97036,160.0,7,0,0.000154645,0.000128705
23744.86,98276,160.0,7,0,0.0001571424999999,0.000136688
24045.125,99511,160.0,7,0,0.0001621299999999,0.000132694
24345.141,100747,160.0,7,0,0.0001521525,0.000129702
24645.735,101984,160.0,7,0,0.0001596325,0.0001336929999999
24946.25,103220,160.0,7,0,0.0001621274999999,0.0001346899999999
25246.844,104458,160.0,7,0,0.000154645,0.0001366849999999
25547.094,105692,160.0,7,0,0.0001546449999999,0.000137683
25848.0,106931,160.0,7,0,0.0001621274999999,0.0001406769999999
26148.391,108171,160.0,7,0,0.0001621275,0.0001356879999999
26448.797,109406,160.0,7,0,0.0001745974999999,0.000144667
26749.766,110644,160.0,7,0,0.000162125,0.0001406779999999
27049.985,111881,160.0,7,0,0.0001571425,0.0001406789999999
27350.188,113116,160.0,7,0,0.00015714,0.000139679
27650.688,114355,160.0,7,0,0.0001571425,0.0001396779999999
27950.75,115589,160.0,7,0,0.00016961,0.0001476619999999
28251.094,116826,160.0,7,0,0.0001546474999999,0.000134691
28551.86,118062,160.0,7,0,0.0001671174999999,0.000136686
28852.063,119299,160.0,7,0,0.0001621274999999,0.0001416749999999
29152.219,120534,160.0,7,0,0.0001596325,0.00014267
29452.985,121772,160.0,7,0,0.000167115,0.000145664
29753.0,123010,160.0,7,0,0.0001621274999999,0.0001416749999999
30053.875,124247,160.0,7,0,0.0001721074999999,0.0001426739999999
30354.547,125485,160.0,7,0,0.0001646224999999,0.000147659
30654.985,126721,160.0,7,0,0.000172105,0.0001476599999999
30955.703,127959,160.0,7,0,0.0001621275,0.0001406759999999
31255.922,129197,160.0,7,0,0.00015714,0.0001376829999999
31556.141,130430,160.0,7,0,0.0001746,0.000147661
31856.969,131671,160.0,7,0,0.000167115,0.000143668
32157.594,132907,160.0,7,0,0.000167115,0.000145666
32457.844,134142,160.0,7,0,0.0001621274999999,0.000140675
32758.578,135380,160.0,7,0,0.0001671149999999,0.000149657
33058.906,136618,160.0,7,0,0.0001596325,0.000142671
33359.313,137853,160.0,7,0,0.0001571349999999,0.0001336939999999
33659.391,139089,160.0,7,0,0.0001621275,0.0001376839999999
33960.36,140328,160.0,7,0,0.0001621274999999,0.0001366859999999
34260.375,141564,160.0,7,0,0.00015215,0.0001356879999999
34560.547,142799,160.0,7,0,0.0001596349999999,0.0001376839999999
34861.547,144037,160.0,7,0,0.0001521549999999,0.0001366889999999
35161.985,145274,160.0,7,0,0.0001546449999999,0.000136686
35462.281,146512,160.0,7,0,0.0001621274999999,0.0001396799999999
35762.656,147747,160.0,7,0,0.0001546475,0.00013569
36063.063,148985,160.0,7,0,0.0001571399999999,0.000136685
36363.469,150221,160.0,7,0,0.00016462,0.000133691
36663.953,151458,160.0,7,0,0.0001646225,0.000137682
36964.438,152694,160.0,7,0,0.00015714,0.000131696
37265.235,153935,160.0,7,0,0.0001496575,0.000128705
37565.375,155170,160.0,7,0,0.00015215,0.0001297019999999
37865.797,156406,160.0,7,0,0.0001496574999999,0.0001287039999999
38165.953,157643,160.0,7,0,0.000149655,0.000132694
38466.797,158878,160.0,7,0,0.000154645,0.0001326949999999
38767.438,160117,160.0,7,0,0.0001546425,0.000131697
39067.61,161353,160.0,7,0,0.0001596325,0.000135687
39367.922,162591,160.0,7,0,0.0001621299999999,0.0001406749999999
39668.516,163827,160.0,7,0,0.0001646199999999,0.0001406769999999
39968.86,165062,160.0,7,0,0.0001596349999999,0.000141676
40269.375,166301,160.0,7,0,0.0001596349999999,0.000139678
40569.422,167536,160.0,7,0,0.0001646199999999,0.000137681
40870.25,168775,160.0,7,0,0.0001496599999999,0.0001326959999999
41171.0,170012,160.0,7,0,0.0001571374999999,0.000130696
41471.578,171249,160.0,7,0,0.0001646224999999,0.00013569
41772.547,172490,160.0,7,0,0.000154645,0.0001356879999999
42072.75,173722,160.0,7,0,0.0001621274999999,0.0001356899999999
42373.438,174963,160.0,7,0,0.0001596349999999,0.0001326949999999
42673.703,176198,160.0,7,0,0.0001571375,0.000132693
42973.766,177435,160.0,7,0,0.0001646224999999,0.0001406779999999
43274.735,178673,160.0,7,0,0.0001621299999999,0.0001416749999999
43575.516,179911,160.0,7,0,0.0001646199999999,0.0001366839999999
43875.938,181147,160.0,7,0,0.0001596325,0.0001386779999999
44176.828,182387,160.0,7,0,0.0001521524999999,0.0001336929999999
44477.672,183625,160.0,7,0,0.0001571375,0.000133693
44778.61,184861,160.0,7,0,0.0001546474999999,0.000132697
45079.547,186103,160.0,7,0,0.0001471599999999,0.0001287039999999
45379.719,187338,160.0,7,0,0.0001496575,0.0001287039999999
45680.438,188577,160.0,7,0,0.0001696099999999,0.000140676
45980.469,189810,160.0,7,0,0.0001671125,0.000140675
46281.25,191049,160.0,7,0,0.0001671149999999,0.0001376839999999
46582.281,192289,160.0,7,0,0.0001571375,0.000134691
46883.25,193528,160.0,7,0,0.0001696099999999,0.0001336929999999
47183.672,194765,160.0,7,0,0.00015963,0.000132692
47483.703,195997,160.0,7,0,0.00015215,0.0001267079999999
47784.5,197238,160.0,7,0,0.0001521524999999,0.000133691
48085.5,198477,160.0,7,0,0.00015714,0.000135689
48386.531,199716,160.0,7,0,0.00015714,0.000133693
300.469,1764,160.0,7,1,0.0001556424999999,0.000138352
600.61,2998,160.0,7,1,0.0001680025,0.0001482359999999
900.828,4236,160.0,7,1,0.0001630575,0.000147249
1201.0,5468,160.0,7,1,0.0001556475,0.000138354
1502.188,6708,160.0,7,1,0.0001556474999999,0.0001383529999999
1802.922,7950,160.0,7,1,0.00016306,0.000144282
2103.641,9185,160.0,7,1,0.0001581174999999,0.0001393419999999
2404.625,10425,160.0,7,1,0.0001408225,0.000130446
2704.922,11660,160.0,7,1,0.000148235,0.0001334109999999
3005.828,12901,160.0,7,1,0.00016059,0.0001393419999999
3306.11,14137,160.0,7,1,0.00015071,0.0001324259999999
3606.985,15375,160.0,7,1,0.00015071,0.0001343999999999
3907.031,16610,160.0,7,1,0.000148235,0.000132422
4207.438,17848,160.0,7,1,0.0001581149999999,0.000142304
4508.141,19086,160.0,7,1,0.000150705,0.0001343989999999
4808.813,20320,160.0,7,1,0.0001630575,0.000142305
5109.125,21560,160.0,7,1,0.0001605874999999,0.0001413159999999
5409.75,22796,160.0,7,1,0.000148235,0.000132422
5710.422,24035,160.0,7,1,0.0001581199999999,0.00014527
6011.203,25272,160.0,7,1,0.000155645,0.000138351
6311.813,26509,160.0,7,1,0.0001531774999999,0.000136377
6612.922,27747,160.0,7,1,0.0001482324999999,0.0001294579999999
6913.172,28986,160.0,7,1,0.0001457625,0.000130446
7214.078,30225,160.0,7,1,0.0001581174999999,0.000137363
7514.719,31461,160.0,7,1,0.000158115,0.0001413169999999
7814.86,32695,160.0,7,1,0.0001432925,0.0001284699999999
8115.203,33933,160.0,7,1,0.0001605874999999,0.00014033
8415.953,35169,160.0,7,1,0.000155645,0.000135388
8716.813,36408,160.0,7,1,0.000148235,0.000129458
9017.063,37646,160.0,7,1,0.000153175,0.000135386
9317.625,38885,160.0,7,1,0.0001581199999999,0.0001393419999999
9618.344,40120,160.0,7,1,0.0001581199999999,0.0001432949999999
9918.406,41358,160.0,7,1,0.0001457674999999,0.0001294609999999
10219.375,42596,160.0,7,1,0.0001605899999999,0.000140328
10520.016,43835,160.0,7,1,0.0001531774999999,0.0001373639999999
10820.485,45069,160.0,7,1,0.0001581174999999,0.000139342
11121.203,46307,160.0,7,1,0.0001457649999999,0.0001324239999999
11421.328,47544,160.0,7,1,0.00016306,0.0001413179999999
11722.219,48783,160.0,7,1,0.0001531775,0.0001353869999999
12023.453,50023,160.0,7,1,0.0001581174999999,0.0001442829999999
12323.563,51257,160.0,7,1,0.0001655275,0.0001442809999999
12624.438,52495,160.0,7,1,0.0001679999999999,0.000143296
12925.36,53733,160.0,7,1,0.00015812,0.000142306
13226.094,54974,160.0,7,1,0.0001704674999999,0.0001462569999999
13527.063,56212,160.0,7,1,0.0001581174999999,0.000138353
13827.172,57445,160.0,7,1,0.0001605874999999,0.000141316
14127.797,58685,160.0,7,1,0.0001531774999999,0.000136377
14427.875,59920,160.0,7,1,0.0001655275,0.000145271
14728.891,61158,160.0,7,1,0.0001605875,0.0001423049999999
15028.906,62396,160.0,7,1,0.0001630549999999,0.0001462579999999
15329.313,63633,160.0,7,1,0.0001605899999999,0.0001403309999999
15630.11,64871,160.0,7,1,0.000165525,0.00014428
15930.25,66105,160.0,7,1,0.0001605825,0.0001432909999999
16230.719,67342,160.0,7,1,0.0001680025,0.00014626
16531.297,68580,160.0,7,1,0.0001704675,0.000146257
16832.156,69818,160.0,7,1,0.0001581199999999,0.00014428
17133.141,71055,160.0,7,1,0.0001556475,0.000141316
17433.406,72291,160.0,7,1,0.0001655275,0.0001423049999999
17733.656,73531,160.0,7,1,0.000153175,0.000135389
18033.906,74766,160.0,7,1,0.0001507074999999,0.000137364
18334.641,76004,160.0,7,1,0.0001507049999999,0.000135388
18634.75,77239,160.0,7,1,0.0001531724999999,0.0001383519999999
18935.719,78476,160.0,7,1,0.000158115,0.000138351
19236.172,79715,160.0,7,1,0.0001581149999999,0.000138352
19536.906,80953,160.0,7,1,0.0001581174999999,0.0001413169999999
19837.235,82189,160.0,7,1,0.000158115,0.00014033
20137.563,83423,160.0,7,1,0.00016306,0.000143293
20438.078,84662,160.0,7,1,0.0001581175,0.0001432949999999
20739.125,85902,160.0,7,1,0.0001531774999999,0.0001383529999999
21039.328,87139,160.0,7,1,0.0001605875,0.0001403299999999
21339.594,88374,160.0,7,1,0.00016059,0.000143294
21640.469,89613,160.0,7,1,0.0001679949999999,0.000147243
21941.125,90850,160.0,7,1,0.0001655275,0.000145268
22242.203,92087,160.0,7,1,0.0001704699999999,0.000152186
22543.016,93328,160.0,7,1,0.00017294,0.000151199
22843.125,94561,160.0,7,1,0.0001605849999999,0.000142305
23144.156,95802,160.0,7,1,0.0001729399999999,0.0001502099999999
23444.36,97036,160.0,7,1,0.00017294,0.000149222
23744.86,98276,160.0,7,1,0.0001679999999999,0.000150211
24045.125,99511,160.0,7,1,0.0001581174999999,0.0001403289999999
24345.141,100747,160.0,7,1,0.0001679974999999,0.0001472449999999
24645.735,101984,160.0,7,1,0.00016306,0.0001423049999999
24946.25,103220,160.0,7,1,0.0001630575,0.0001403289999999
25246.844,104458,160.0,7,1,0.00016306,0.0001413179999999
25547.094,105692,160.0,7,1,0.0001754124999999,0.000148235
25848.0,106931,160.0,7,1,0.0001679975,0.000144282
26148.391,108171,160.0,7,1,0.0001605899999999,0.000145269
26448.797,109406,160.0,7,1,0.00017788,0.0001512
26749.766,110644,160.0,7,1,0.0001630575,0.000142307
27049.985,111881,160.0,7,1,0.0001556475,0.000138352
27350.188,113116,160.0,7,1,0.00016059,0.00014428
27650.688,114355,160.0,7,1,0.0001704675,0.0001462589999999
27950.75,115589,160.0,7,1,0.00016553,0.000144281
28251.094,116826,160.0,7,1,0.0001605874999999,0.000142305
28551.86,118062,160.0,7,1,0.0001778825,0.000147248
28852.063,119299,160.0,7,1,0.0001704699999999,0.000141317
29152.219,120534,160.0,7,1,0.0001704725,0.000152188
29452.985,121772,160.0,7,1,0.0001630575,0.000146257
29753.0,123010,160.0,7,1,0.0001704675,0.0001521869999999
30053.875,124247,160.0,7,1,0.00016059,0.0001423069999999
30354.547,125485,160.0,7,1,0.00016553,0.0001452709999999
30654.985,126721,160.0,7,1,0.0001630574999999,0.0001432919999999
30955.703,127959,160.0,7,1,0.0001704699999999,0.000148235
31255.922,129197,160.0,7,1,0.0001655325,0.0001492249999999
31556.141,130430,160.0,7,1,0.00017047,0.000148234
31856.969,131671,160.0,7,1,0.00015812,0.000143293
32157.594,132907,160.0,7,1,0.00016059,0.0001432949999999
32457.844,134142,160.0,7,1,0.0001729424999999,0.000150212
32758.578,135380,160.0,7,1,0.0001655299999999,0.000149224
33058.906,136618,160.0,7,1,0.00017294,0.0001492219999999
33359.313,137853,160.0,7,1,0.0001754125,0.000152188
33659.391,139089,160.0,7,1,0.0001679975,0.0001511989999999
33960.36,140328,160.0,7,1,0.00016306,0.000145271
34260.375,141564,160.0,7,1,0.0001729399999999,0.000151201
34560.547,142799,160.0,7,1,0.0001704674999999,0.0001492219999999
34861.547,144037,160.0,7,1,0.0001630625,0.0001462599999999
35161.985,145274,160.0,7,1,0.0001605875,0.000143292
35462.281,146512,160.0,7,1,0.0001630625,0.000144283
35762.656,147747,160.0,7,1,0.0001556474999999,0.0001423069999999
36063.063,148985,160.0,7,1,0.0001704725,0.0001551529999999
36363.469,150221,160.0,7,1,0.00016306,0.0001472479999999
36663.953,151458,160.0,7,1,0.0001704725,0.0001502119999999
36964.438,152694,160.0,7,1,0.0001655275,0.000146258
37265.235,153935,160.0,7,1,0.0001655275,0.000144282
37565.375,155170,160.0,7,1,0.0001754125,0.0001551519999999
37865.797,156406,160.0,7,1,0.000177885,0.000154166
38165.953,157643,160.0,7,1,0.0001729449999999,0.000147248
38466.797,158878,160.0,7,1,0.0001754099999999,0.000152188
38767.438,160117,160.0,7,1,0.0001679999999999,0.0001511999999999
39067.61,161353,160.0,7,1,0.0001704699999999,0.000152187
39367.922,162591,160.0,7,1,0.00017788,0.0001551519999999
39668.516,163827,160.0,7,1,0.0001704724999999,0.0001531759999999
39968.86,165062,160.0,7,1,0.0001655275,0.0001452689999999
40269.375,166301,160.0,7,1,0.0001729399999999,0.0001511999999999
40569.422,167536,160.0,7,1,0.00016553,0.000146257
40870.25,168775,160.0,7,1,0.00016306,0.000148235
41171.0,170012,160.0,7,1,0.0001729424999999,0.0001492239999999
41471.578,171249,160.0,7,1,0.0001704724999999,0.000148236
41772.547,172490,160.0,7,1,0.0001704699999999,0.0001482339999999
42072.75,173722,160.0,7,1,0.0001754124999999,0.0001502109999999
42373.438,174963,160.0,7,1,0.00015812,0.000143294
42673.703,176198,160.0,7,1,0.0001754099999999,0.0001551519999999
42973.766,177435,160.0,7,1,0.0001828275,0.0001571289999999
43274.735,178673,160.0,7,1,0.0001679999999999,0.000145268
43575.516,179911,160.0,7,1,0.00017294,0.000152188
43875.938,181147,160.0,7,1,0.0001680025,0.0001492239999999
44176.828,182387,160.0,7,1,0.0001704699999999,0.000153177
44477.672,183625,160.0,7,1,0.0001754099999999,0.0001492239999999
44778.61,184861,160.0,7,1,0.0001729449999999,0.0001512019999999
45079.547,186103,160.0,7,1,0.0001605874999999,0.00014527
45379.719,187338,160.0,7,1,0.0001679999999999,0.0001472469999999
45680.438,188577,160.0,7,1,0.0001778824999999,0.000152189
45980.469,189810,160.0,7,1,0.000180355,0.000157131
46281.25,191049,160.0,7,1,0.000182825,0.000159105
46582.281,192289,160.0,7,1,0.0001852924999999,0.0001561389999999
46883.25,193528,160.0,7,1,0.0001679975,0.000150212
47183.672,194765,160.0,7,1,0.0001803525,0.000154164
47483.703,195997,160.0,7,1,0.0001704724999999,0.000149223
47784.5,197238,160.0,7,1,0.0001778825,0.0001581179999999
48085.5,198477,160.0,7,1,0.0001704724999999,0.000148235
48386.531,199716,160.0,7,1,0.0001754149999999,0.0001551539999999
300.235,2211,210.0,7,0,0.0001945524999999,0.000154643
600.438,3834,210.0,7,0,0.000207025,0.0001646199999999
901.078,5458,210.0,7,0,0.0002219875,0.000162625
1201.078,7079,210.0,7,0,0.0001945524999999,0.0001516509999999
1501.844,8705,210.0,7,0,0.0001970499999999,0.000158636
1802.688,10330,210.0,7,0,0.00020453,0.0001556419999999
2103.563,11955,210.0,7,0,0.0001920624999999,0.0001546449999999
2404.032,13575,210.0,7,0,0.0002045275,0.000154645
2704.438,15200,210.0,7,0,0.00019206,0.0001486589999999
3004.797,16822,210.0,7,0,0.0001945525,0.000150654
3305.172,18448,210.0,7,0,0.00019206,0.000154645
3606.0,20071,210.0,7,0,0.0001995399999999,0.000156641
3906.563,21696,210.0,7,0,0.0002070249999999,0.000149657
4206.782,23317,210.0,7,0,0.00019954,0.000154645
4507.078,24940,210.0,7,0,0.0002219875,0.0001576349999999
4807.61,26566,210.0,7,0,0.0002194925,0.0001556419999999
5108.0,28186,210.0,7,0,0.000207025,0.0001616289999999
5408.797,29814,210.0,7,0,0.0002095174999999,0.0001516499999999
5709.5,31438,210.0,7,0,0.0001995424999999,0.0001546469999999
6010.313,33065,210.0,7,0,0.00021201,0.000166614
6310.657,34687,210.0,7,0,0.0001945499999999,0.0001606299999999
6610.953,36306,210.0,7,0,0.0001895625,0.0001496559999999
6911.016,37930,210.0,7,0,0.0002120124999999,0.0001626259999999
7211.719,39555,210.0,7,0,0.000184575,0.0001506529999999
7512.094,41179,210.0,7,0,0.000207025,0.0001606319999999
7812.922,42804,210.0,7,0,0.000189565,0.0001566399999999
8113.844,44428,210.0,7,0,0.0001970449999999,0.0001546439999999
8414.047,46051,210.0,7,0,0.0001970475,0.0001556429999999
8714.938,47678,210.0,7,0,0.00020702,0.0001596339999999
9015.844,49304,210.0,7,0,0.0001920624999999,0.0001456649999999
9315.953,50925,210.0,7,0,0.0001945499999999,0.0001576359999999
9616.36,52546,210.0,7,0,0.0001970425,0.0001546419999999
9916.547,54168,210.0,7,0,0.0001920525,0.0001446659999999
10217.172,55793,210.0,7,0,0.0001945499999999,0.0001486569999999
10518.235,57419,210.0,7,0,0.0001920575,0.000153646
10818.922,59045,210.0,7,0,0.0002020325,0.000149655
11119.563,60671,210.0,7,0,0.00020453,0.0001476619999999
11420.36,62294,210.0,7,0,0.0001970424999999,0.0001536459999999
11720.875,63917,210.0,7,0,0.0002045299999999,0.0001576379999999
12020.891,65537,210.0,7,0,0.0001895625,0.000150654
12321.641,67161,210.0,7,0,0.000184575,0.0001496569999999
12622.391,68789,210.0,7,0,0.0001820799999999,0.000149656
12922.907,70412,210.0,7,0,0.0001895625,0.0001496579999999
13222.907,72033,210.0,7,0,0.0001920599999999,0.0001476609999999
13523.016,73656,210.0,7,0,0.0001945549999999,0.0001516519999999
13823.063,75277,210.0,7,0,0.0002045274999999,0.000146663
14123.453,76900,210.0,7,0,0.0001995425,0.0001506549999999
14423.453,78521,210.0,7,0,0.0001870724999999,0.00014866
14723.922,80145,210.0,7,0,0.0001945549999999,0.0001436729999999
15024.328,81769,210.0,7,0,0.0001945549999999,0.000151656
15324.875,83390,210.0,7,0,0.0001995424999999,0.0001476619999999
15625.672,85017,210.0,7,0,0.0002095149999999,0.0001606309999999
15926.0,86640,210.0,7,0,0.0002020325,0.00014766
16226.594,88261,210.0,7,0,0.0001995375,0.000150654
16526.907,89886,210.0,7,0,0.0002120124999999,0.0001566409999999
16827.36,91510,210.0,7,0,0.0001845774999999,0.000149656
17127.75,93132,210.0,7,0,0.0001870699999999,0.0001506549999999
17428.313,94754,210.0,7,0,0.000189565,0.0001506549999999
17728.438,96376,210.0,7,0,0.0001870675,0.000143668
18028.532,97996,210.0,7,0,0.000189565,0.000145666
18329.188,99623,210.0,7,0,0.0001995424999999,0.0001526499999999
18629.75,101249,210.0,7,0,0.000194555,0.0001506549999999
18930.36,102869,210.0,7,0,0.0002020325,0.0001496559999999
19230.485,104494,210.0,7,0,0.0001920575,0.000155643
19530.953,106116,210.0,7,0,0.0001895625,0.000146662
19831.735,107741,210.0,7,0,0.0001845774999999,0.0001486599999999
20132.516,109368,210.0,7,0,0.00019954,0.0001536479999999
20432.547,110990,210.0,7,0,0.00018707,0.0001476609999999
20733.219,112612,210.0,7,0,0.0001970449999999,0.0001526489999999
21033.516,114235,210.0,7,0,0.000197045,0.0001446659999999
21333.735,115858,210.0,7,0,0.0001945524999999,0.000143668
21634.578,117484,210.0,7,0,0.0001820849999999,0.0001386799999999
21935.094,119107,210.0,7,0,0.0001945499999999,0.000144667
22235.516,120728,210.0,7,0,0.0001970474999999,0.000147662
